archname,devname,freq_Mhz,wlgroup,wlname,wlinstance,bs,inParams,inActs,outActs,maxActs,inParamBytes,inActBytes,outActBytes,maxActBytes,inBytes,outBytes,tot_ideal_cycles,tot_ideal_msecs,tot_cycles,tot_msecs,ideal_throughput,perf_projection,tot_matrix_cycles,tot_vector_cycles,tot_mem_rd_cycles,tot_mem_wr_cycles,tot_matrix_pipe_util,tot_vector_pipe_util,tot_mem_rd_util,tot_mem_wr_util,rsrc_comp,rsrc_mem,mem_size_GB,device_memsize_GB,fits_device,device_peak_bw_GBps,device_peak_fp8_tflops,stat_filename
Blackhole,p100a,1350.0,TTNN,vitoptim_bh,vitoptim_bh_b16,1,0,443059744,419705760,9927168,0,886119488,839411520,19854336,422391552,709760832,7556380.0,5.597318518518518,9445475,6.996648148148148,178.65697595938798,142.92558076751035,5025253,337576,1591040,2673486,0.399020668627041,0.026804581029540597,0.16844467853654793,0.28304410312874684,0.641003364044688,0.35899663595531195,0.01849079132080078,28,True,448.0,663.5519999999999,runvit_bh/STATS/p100a-TTNN-vitoptim_bh-vitoptim_bh_b16-b1-opstats.json
