GLOBAL CALL COUNT,OP CODE,OP TYPE,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,SUB DEVICE ID,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),DRAM BW UTIL PER CTRL (%),TT_DNN_DEVICE_OP_TT_HOST_FUNC [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION [ms],DEVICE KERNEL DURATION [ns]_noctrace,DEVICE KERNEL DURATION [ms]_noctrace,MemTraffic_noctrace,NOC UTIL (%)_noctrace,MULTICAST NOC UTIL (%)_noctrace,ETH BW UTIL (%)_noctrace,NPE CONG IMPACT (%)_noctrace,DRAM BW UTIL (%)_noctrace,DEVICE KERNEL DURATION [ns]_fpuutil,DEVICE KERNEL DURATION [ms]_fpuutil,FPU Util Median (%)_fpuutil,SFPU Util Median (%)_fpuutil,SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%),Unpacker0 Write Efficiency Min (%),Unpacker0 Write Efficiency Median (%),Unpacker0 Write Efficiency Max (%),Unpacker0 Write Efficiency Avg (%),Unpacker1 Write Efficiency Min (%),Unpacker1 Write Efficiency Median (%),Unpacker1 Write Efficiency Max (%),Unpacker1 Write Efficiency Avg (%),Unpacker Write Efficiency Min (%),Unpacker Write Efficiency Median (%),Unpacker Write Efficiency Max (%),Unpacker Write Efficiency Avg (%),Packer Efficiency Min (%),Packer Efficiency Median (%),Packer Efficiency Max (%),Packer Efficiency Avg (%),FPU Execution Efficiency Min (%),FPU Execution Efficiency Median (%),FPU Execution Efficiency Max (%),FPU Execution Efficiency Avg (%),Math Pipeline Utilization Min (%),Math Pipeline Utilization Median (%),Math Pipeline Utilization Max (%),Math Pipeline Utilization Avg (%),Math-to-Pack Handoff Efficiency Min (%),Math-to-Pack Handoff Efficiency Median (%),Math-to-Pack Handoff Efficiency Max (%),Math-to-Pack Handoff Efficiency Avg (%),Unpacker-to-Math Data Flow Min (%),Unpacker-to-Math Data Flow Median (%),Unpacker-to-Math Data Flow Max (%),Unpacker-to-Math Data Flow Avg (%),FPUUtil/Raw,MemUtil/Raw
1024,PadDeviceOperation,tt_dnn_device,0,blackhole,"{'input_tensor_start': 'Shape([0; 0; 3; 0])'; 'output_logical_shape': 'Shape([16; 4; 256; 224])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[256; 224]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([16; 4; 256; 224])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'false'}",,64,110,,,46137305995,46137430764,124769,128272141274,128272151141,0,0,7309,6727,,,,236,6644,1705,,,,,,,,,16[16],3[3],224[224],224[224],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],4[4],256[256],224[224],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/pad/device/kernels/dataflow/writer_pad_dims_rm_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/pad/device/kernels/dataflow/reader_pad_dims_rm_sharded.cpp'],['writer_pad_dims_rm_sharded/10437312555042485803/'; 'reader_pad_dims_rm_sharded/5971008289287677832/'],14653828338328256001,False,788,1052,0,0,0,0,0,0,0,1,1,1,[],[],0.015,,124769,6727,0.006727,23552,0.023552,0,0.0,0.0,-,0.0,0.0,6754,0.006754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0040136762301173,3.5011149100639214
2048,TransposeDeviceOperation,tt_dnn_device,0,blackhole,"{'dim': 'TransposeOpDim::WH'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[224; 256]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'}",HiFi4,64,110,,,46388994352,46389152591,158239,128611908566,128611920326,251665845,251679736,8711,8058,,,,341,171,4111,7111,6764,7934,,,,,,16[16],4[4],256[256],224[224],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],4[4],224[224],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/compute/transpose_wh_rm.cpp'],['transpose_wh_rm/10415097874227003449/'],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_wh_sharded_rm.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_wh_sharded_rm.cpp'],['writer_unary_transpose_wh_sharded_rm/16124889997737749660/'; 'reader_unary_transpose_wh_sharded_rm/18162447672461791641/'],15412644925698430877,False,340,624,2176,1352,3692,0,0,0,0,2260,2260,1,[3247.8017578125],[3247.8017578125],27.826,,158239,8122,0.008122,15878,0.015878,0,0.0,0.0,-,0.0,0.0,8052,0.008052,10.104313536494985,0.0,0.0,0.0,0.0,0.0,9.942299156679981,10.104313536494985,10.152974504249292,4.396197485433916,9.942299156679981,10.104313536494985,10.152974504249292,4.396197485433916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9913814331445456,1.9549372075843385
3072,PadDeviceOperation,tt_dnn_device,0,blackhole,"{'input_tensor_start': 'Shape([0; 0; 3; 0])'; 'output_logical_shape': 'Shape([16; 4; 256; 256])'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[256; 256]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([16; 4; 256; 256])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'false'}",,64,110,,,46507627743,46507732803,105060,128772061799,128772068700,118630737,118630737,5112,4521,,,,173,4479,1736,,,,,,,,,16[16],4[4],224[224],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],4[4],256[256],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/pad/device/kernels/dataflow/writer_pad_dims_rm_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/pad/device/kernels/dataflow/reader_pad_dims_rm_sharded.cpp'],['writer_pad_dims_rm_sharded/2627306619806877398/'; 'reader_pad_dims_rm_sharded/11346066765240645249/'],5789546145756465834,False,800,908,0,0,0,0,0,0,0,1,1,1,[],[],0.022,,105060,4521,0.004521,6604,0.006604,0,0.0,0.0,-,0.0,0.0,4497,0.004497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9946914399469144,1.4607387746073877
4096,TransposeDeviceOperation,tt_dnn_device,0,blackhole,"{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[256; 256]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec={""shard_shape"":[256; 256];""grid"":[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}}];""orientation"":""ShardOrientation::ROW_MAJOR"";""shard_distribution_strategy"":""ShardDistributionStrategy::ROUND_ROBIN_1D""};created_with_nd_shard_spec=0)'; 'pad_value': '0'}",,64,110,,,46629581223,46629685212,103989,128936696908,128936704976,121948229,121948229,5976,5403,,,,178,5349,4840,,,,,,,,,16[16],4[4],256[256],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],256[256],4[4],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_sharded_rm.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_sharded_rm.cpp'],['writer_unary_transpose_hc_sharded_rm/3695176992334433535/'; 'reader_unary_transpose_hc_sharded_rm/15977181360788720031/'],6546073521232275264,False,1052,988,0,0,0,0,0,0,0,2574,2574,1,[3258.9775390625],[3258.9775390625],47.64,,103989,5403,0.005403,9044,0.009044,0,19.7,0.0,-,0.0,0.0,5393,0.005393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9981491763834908,1.6738848787710532
5120,TransposeDeviceOperation,tt_dnn_device,0,blackhole,"{'dim': 'TransposeOpDim::WH'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[8192; 8]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_value': '0'}",HiFi4,64,110,,,46836437398,46836573867,136469,129215950941,129216025246,206850149,206851175,55041,54396,,,,296,183,49606,53481,53656,54315,,,,,,16[16],128[128],8[8],256[256],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],128[128],256[256],8[8],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/compute/transpose_wh_rm.cpp'],['transpose_wh_rm/14474720578716484984/'],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_wh_sharded_rm.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_wh_sharded_rm.cpp'],['writer_unary_transpose_wh_sharded_rm/12774052930341016748/'; 'reader_unary_transpose_wh_sharded_rm/11621101012974064446/'],11690284133823055356,False,340,604,1856,1416,3920,0,0,0,0,2574,2574,1,[3258.9775390625],[3258.9775390625],4.729,,136469,54435,0.054435,54624,0.054624,0,0.0,0.0,-,0.0,0.0,54408,0.054408,5.639108166498249,0.0,0.0,0.0,0.0,0.0,5.62702964140123,5.639108166498249,5.651160208726546,2.9567103692711236,5.62702964140123,5.639108166498249,5.651160208726546,2.9567103692711236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.999503995591072,1.0034720308624965
6144,TransposeDeviceOperation,tt_dnn_device,0,blackhole,"{'dim': 'TransposeOpDim::HC'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[4096; 16]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec={""shard_shape"":[4096; 16];""grid"":[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}}];""orientation"":""ShardOrientation::ROW_MAJOR"";""shard_distribution_strategy"":""ShardDistributionStrategy::ROUND_ROBIN_1D""};created_with_nd_shard_spec=0)'; 'pad_value': '0'}",,64,110,,,46990447044,46990520933,73889,129423865414,129423909229,153954331,153954331,32456,31847,,,,173,31647,31847,,,,,,,,,16[16],128[128],128[128],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],128[128],128[128],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/writer_unary_transpose_hc_sharded_rm.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/transpose/device/kernels/dataflow/reader_unary_transpose_hc_sharded_rm.cpp'],['writer_unary_transpose_hc_sharded_rm/11679250006430135953/'; 'reader_unary_transpose_hc_sharded_rm/9053040016854926614/'],9070691763310163820,False,1052,988,0,0,0,0,0,0,0,2574,2574,1,[3258.9775390625],[3258.9775390625],8.082,,73889,31847,0.031847,93521,0.093521,0,21.2,0.0,-,0.0,0.0,32921,0.032921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.033723741639715,2.9365717336012813
7168,SliceDeviceOperation,tt_dnn_device,0,blackhole,"{'num_devices': 'std::nullopt'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":10;""y"":7}; {""start"":{""x"":0;""y"":8};""end"":{""x"":9;""y"":8}]; shape=[2160; 16]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_dim': 'std::nullopt'; 'slice_end': 'Shape([16; 115; 115; 16])'; 'slice_start': 'Shape([0; 0; 0; 0])'; 'step': 'Shape([1; 1; 1; 1])'; 'sub_core_grids': 'std::nullopt'; 'use_tensor_args': 'false'}",,98,110,,,47169790442,47169874981,84539,129665979057,129665993847,179318768,179318768,10956,9890,,,,328,,9890,,,,,,,,,16[16],128[128],128[128],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,16[16],115[115],115[115],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/slice/device/kernels/dataflow/slice_reader_unary_unpad_dims_rm_sharded.cpp'],['slice_reader_unary_unpad_dims_rm_sharded/1779069670911340067/'],13535071810478159768,False,0,880,0,0,0,0,0,0,0,5951,5951,1,[1409.6131591796875],[1137.8255615234375],60.172,,84539,9890,0.00989,9952,0.009952,0,14.7,0.0,-,57.45,0.0,11098,0.011098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1221435793731043,1.006268958543984
8192,HaloDeviceOperation,tt_dnn_device,0,blackhole,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config': 'SlidingWindowConfig(batch_size=16; input_hw=(115;115); window_hw=(4;4); stride_hw=(1;1); padding=((0; 0); (0; 0)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=98; num_cores_c=1; core_range_set_={[0-0 - 10-7]; [0-8 - 9-8]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '2160'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '2798'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[0-0 - 10-7]; [0-8 - 9-8]}; shard_scheme=HEIGHT_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},,98,110,,,47321073606,47321182636,109030,129870202994,129870206523,151256389,151256389,2614,1571,,,,301,1571,600,,,,,,,,,1[1],1[1],211600[211600],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,,,,,,,,,,,,,1[1],1[1],274204[274204],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/15552419561773788716/'],12296388362216439377,False,1116,924,0,0,0,0,0,0,0,1,1,1,[],[],0.064,,109030,1571,0.001571,1676,0.001676,0,2.8,0.0,-,0.0,0.0,1573,0.001573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0012730744748568,1.066836409929981
9216,Conv2dDeviceOperation,tt_dnn_device,0,blackhole,"{'activation': 'BasicUnaryWithParam<float>(op_type=UnaryOpType::RELU;param={})'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=64;act_block_w_ntiles=8;out_subblock_h_ntiles=4;out_subblock_w_ntiles=2)'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=LoFi;math_approx_mode=1;fp32_dest_acc_en=0;packer_l1_acc=1;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT8_B'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'true'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{16; 115; 115; 16}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::HEIGHT_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":10;""y"":7}; {""start"":{""x"":0;""y"":8};""end"":{""x"":9;""y"":8}]; shape=[2048; 64]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '64'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=11-9;num_cores_nhw=98;num_cores_c_in=1;num_cores_c_out=1;per_core_out_matrix_height_ntile=64;per_core_out_matrix_width_ntile=2)'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=16; input_hw=(115;115); window_hw=(4;4); stride_hw=(1;1); padding=((0; 0); (0; 0)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=98; num_cores_c=1; core_range_set_={[0-0 - 10-7]; [0-8 - 9-8]}; is_transpose=false)'; 'untilize_out': 'false'}",LoFi,99,110,,,47591537329,47591752627,215298,130235325012,130235421885,270461730,270460719,71758,69283,,,,419,53691,50689,69160,68953,69284,,,,,,1[1],1[1],274204[274204],16[16],ROW_MAJOR,BFLOAT16,DEV_1_L1_HEIGHT_SHARDED,1[1],1[1],256[256],64[64],TILE,BFLOAT8_B,DEV_1_DRAM_INTERLEAVED,1[1],1[1],32[1],64[64],TILE,BFLOAT8_B,DEV_1_DRAM_INTERLEAVED,1[1],1[1],200704[200704],64[64],TILE,BFLOAT8_B,DEV_1_L1_HEIGHT_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/3689708692630248223/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_padded_with_halo_3x3_weights_v2/2167239607318082618/'; 'reader_writer_tiled_out_1d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/6347995949404930456/'; 'reader_writer_tiled_out_1d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/13964656555503502826/'],1363403937580168788,False,3416,1956,3236,2980,4480,0,0,0,0,10813,10813,29,[811.4794921875; 1.515213131904602; 0.18940164148807526],[1187.9271240234375],15.607,,215298,69284,0.069284,148186,0.148186,0,0.0,0.0,-,0.0,0.0,69310,0.06931,23.091542439223332,0.0,0.0,0.0,0.0,0.0,23.04179649726013,23.091542439223332,23.255435666648594,18.717702087942232,23.04179649726013,23.091542439223332,23.255435666648594,18.717702087942232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000375267016916,2.1388199295652677
